feature,label,boundary
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P15_webcam01_P15_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P15_webcam01_P15_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P15_webcam01_P15_juice.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P15_webcam01_P15_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P15_webcam01_P15_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P15_webcam01_P15_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P15_webcam01_P15_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P15_webcam01_P15_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P15_webcam01_P15_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P15_webcam01_P15_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P15_webcam01_P15_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P15_webcam01_P15_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P15_webcam01_P15_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P15_webcam01_P15_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P15_webcam01_P15_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam01_P29_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam01_P29_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam01_P29_cereals.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam01_P29_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam01_P29_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam01_P29_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam01_P29_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam01_P29_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam01_P29_friedegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam01_P29_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam01_P29_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam01_P29_juice.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam01_P29_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam01_P29_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam01_P29_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam01_P29_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam01_P29_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam01_P29_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam01_P29_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam01_P29_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam01_P29_salat.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam01_P29_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam01_P29_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam01_P29_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam01_P29_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam01_P29_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam01_P29_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam02_P29_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam02_P29_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam02_P29_cereals.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam02_P29_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam02_P29_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam02_P29_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam02_P29_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam02_P29_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam02_P29_friedegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam02_P29_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam02_P29_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam02_P29_juice.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam02_P29_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam02_P29_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam02_P29_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam02_P29_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam02_P29_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam02_P29_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam02_P29_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam02_P29_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam02_P29_salat.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam02_P29_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam02_P29_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam02_P29_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_cam02_P29_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_cam02_P29_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_cam02_P29_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_stereo01_P29_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_stereo01_P29_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_stereo01_P29_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_stereo01_P29_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_stereo01_P29_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_stereo01_P29_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_stereo01_P29_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_stereo01_P29_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_stereo01_P29_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_stereo01_P29_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_stereo01_P29_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_stereo01_P29_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P29_stereo01_P29_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P29_stereo01_P29_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P29_stereo01_P29_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam01_P30_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam01_P30_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam01_P30_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam01_P30_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam01_P30_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam01_P30_juice.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam01_P30_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam01_P30_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam01_P30_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam01_P30_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam01_P30_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam01_P30_salat.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam01_P30_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam01_P30_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam01_P30_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam01_P30_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam01_P30_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam01_P30_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam02_P30_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam02_P30_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam02_P30_cereals.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam02_P30_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam02_P30_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam02_P30_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam02_P30_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam02_P30_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam02_P30_friedegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam02_P30_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam02_P30_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam02_P30_juice.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam02_P30_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam02_P30_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam02_P30_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam02_P30_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam02_P30_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam02_P30_salat.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam02_P30_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam02_P30_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam02_P30_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam02_P30_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam02_P30_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam02_P30_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_cam02_P30_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_cam02_P30_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_cam02_P30_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_stereo01_P30_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_stereo01_P30_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_stereo01_P30_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_stereo01_P30_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_stereo01_P30_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_stereo01_P30_friedegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_stereo01_P30_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_stereo01_P30_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_stereo01_P30_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_stereo01_P30_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_stereo01_P30_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_stereo01_P30_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P30_stereo01_P30_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P30_stereo01_P30_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P30_stereo01_P30_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam01_P31_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam01_P31_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam01_P31_cereals.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam01_P31_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam01_P31_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam01_P31_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam01_P31_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam01_P31_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam01_P31_friedegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam01_P31_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam01_P31_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam01_P31_juice.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam01_P31_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam01_P31_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam01_P31_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam01_P31_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam01_P31_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam01_P31_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam01_P31_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam01_P31_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam01_P31_salat.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam01_P31_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam01_P31_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam01_P31_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam01_P31_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam01_P31_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam01_P31_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam02_P31_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam02_P31_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam02_P31_cereals.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam02_P31_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam02_P31_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam02_P31_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam02_P31_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam02_P31_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam02_P31_friedegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam02_P31_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam02_P31_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam02_P31_juice.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam02_P31_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam02_P31_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam02_P31_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam02_P31_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam02_P31_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam02_P31_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam02_P31_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam02_P31_salat.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam02_P31_salat.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam02_P31_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam02_P31_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam02_P31_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_cam02_P31_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_cam02_P31_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_cam02_P31_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_stereo01_P31_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_stereo01_P31_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_stereo01_P31_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_stereo01_P31_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_stereo01_P31_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_stereo01_P31_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P31_stereo01_P31_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P31_stereo01_P31_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P31_stereo01_P31_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam01_P32_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam01_P32_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam01_P32_cereals.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam01_P32_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam01_P32_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam01_P32_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam01_P32_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam01_P32_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam01_P32_friedegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam01_P32_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam01_P32_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam01_P32_juice.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam01_P32_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam01_P32_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam01_P32_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam01_P32_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam01_P32_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam01_P32_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam01_P32_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam01_P32_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam01_P32_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam01_P32_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam01_P32_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam01_P32_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam01_P32_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam01_P32_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam01_P32_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam02_P32_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam02_P32_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam02_P32_cereals.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam02_P32_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam02_P32_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam02_P32_coffee.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam02_P32_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam02_P32_friedegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam02_P32_friedegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam02_P32_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam02_P32_juice.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam02_P32_juice.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam02_P32_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam02_P32_milk.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam02_P32_milk.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam02_P32_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam02_P32_pancake.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam02_P32_pancake.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam02_P32_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam02_P32_sandwich.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam02_P32_sandwich.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam02_P32_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam02_P32_scrambledegg.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam02_P32_scrambledegg.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_cam02_P32_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_cam02_P32_tea.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_cam02_P32_tea.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_stereo01_P32_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_stereo01_P32_cereals.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_stereo01_P32_cereals.npy
/home/neo/BaFormer/baselines/asrf_dataset/breakfast/features/P32_stereo01_P32_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_arr/P32_stereo01_P32_coffee.npy,/home/neo/BaFormer/baselines/asrf_dataset/breakfast/gt_boundary_arr/P32_stereo01_P32_coffee.npy
